Economy,Economy_Code,Year,Adult_Population_15+,Region,Country_Income_group,gap_of_Account,gap of Bank or similar financial institution account (%),gap_of_Debit,gap_of_Credit,LFPR_Gap,Women_Marriage_Rate,Enroll_Female_Secondary,logGDP,WBL_Index
Lesotho,LSO,2011,1266790,Sub-Saharan Africa (excluding high income),Lower middle income,0.03375829,0.03375829,0.021422094,,15.967,52.17,65.86303711,21.67082638,78.125
Lesotho,LSO,2017,1350411,Sub-Saharan Africa (excluding high income),Lower middle income,-0.018558769,0.006502016,-0.008633043,,17.8,49.4,68.13875186,21.55910183,78.125
Lesotho,LSO,2021,1434393,Sub-Saharan Africa (excluding high income),Lower middle income,0.02685893,0.04678172,0.028434919,,17.838,46.92,,21.60377602,78.125
Lesotho,LSO,2024,1504222,Sub-Saharan Africa (excluding high income),Lower middle income,0.024893408,0.102273082,0.088791636,,18.984,,,21.54372467,80.625
Liberia,LBR,2011,2309936,Sub-Saharan Africa (excluding high income),Low income,0.083084051,0.083084051,,,10.48,56.67,38.80598831,21.59790089,63.75
Liberia,LBR,2017,2745577,Sub-Saharan Africa (excluding high income),Low income,0.154933943,0.152989753,,,10.008,53.29,,21.94430323,78.75
Liberia,LBR,2021,3018782,Sub-Saharan Africa (excluding high income),Low income,0.151442477,0.190832013,,,9.349,50.76,,21.9797503,81.25
Liberia,LBR,2024,3295997,Sub-Saharan Africa (excluding high income),Low income,0.11851681,0.096817287,,,9.592,,,22.28141045,81.25
Libya,LBY,2017,4585159,Middle East & North Africa (excluding high income),Upper middle income,0.110673807,0.110673807,0.02812269,0.102349651,30.089,41.39,,24.93030573,50
Libya,LBY,2024,5262910,Middle East & North Africa (excluding high income),Upper middle income,0.167246579,0.167246579,0.140577235,,30.416,,,24.56564459,50
Lithuania,LTU,2011,2635099,High income,High income,-0.050577708,-0.050577708,0.002354748,0.034941832,10.414,53.94,104.5554504,24.48879383,91.25
Lithuania,LTU,2014,2524428,High income,High income,0.000626722,0.000626722,-0.019701821,0.031714648,11.205,53.45,100.1411896,24.60083293,93.75
Lithuania,LTU,2017,2445393,High income,High income,0.041080162,0.041080162,-0.005368497,0.00585122,10.595,53.49,100.8872223,24.58938656,93.75
Lithuania,LTU,2021,2372426,High income,High income,0.06616846,0.06616846,0.083553583,0.029683961,10.667,53.1,107.6621017,24.92851533,93.75
Lithuania,LTU,2024,2444088,High income,High income,0.012485642,0.012485642,0.027978625,,10.666,,,25.16437727,93.75
Luxembourg,LUX,2011,417441,High income,High income,-0.015768467,-0.015768467,-0.029551859,-0.02304901,14.927,54.45,101.8199081,24.8454895,95
Luxembourg,LUX,2014,451457,High income,High income,-0.010547514,-0.010547514,0.018107071,0.018449486,13.578,53.04,105.4329376,24.95453952,97.5
Luxembourg,LUX,2017,486845,High income,High income,0.0116951,0.0116951,0.023337011,0.0309031,9.254,51.88,108.2305679,24.90855014,100
Madagascar,MDG,2014,13785487,Sub-Saharan Africa (excluding high income),Low income,,,,,5.508,65.43,35.82715145,23.25082939,60.625
Madagascar,MDG,2017,15245537,Sub-Saharan Africa (excluding high income),Low income,0.032926687,,,,5.23,63.93,35.2360569,23.30168663,66.875
Madagascar,MDG,2021,17259462,Sub-Saharan Africa (excluding high income),Low income,0.022906132,0.036963628,,,4.778,62.25,35.25802223,23.38734548,69.375
Madagascar,MDG,2024,18851036,Sub-Saharan Africa (excluding high income),Low income,0.086545424,,,,5.056,,,23.58093158,69.375
Malawi,MWI,2011,7972899,Sub-Saharan Africa (excluding high income),Low income,-0.007105943,-0.007105943,,,9.676,65.74,32.43091587,23.1784126,62.5
Malawi,MWI,2014,8735190,Sub-Saharan Africa (excluding high income),Low income,0.084885973,0.06500705,0.062733018,,9.33,64.67,37.20845394,22.89816825,75
Malawi,MWI,2017,9645161,Sub-Saharan Africa (excluding high income),Low income,0.080966217,0.111041164,0.07388153,,8.833,63.43,39.02892518,22.91419775,77.5
Malawi,MWI,2021,11111253,Sub-Saharan Africa (excluding high income),Low income,0.096126443,0.070329983,,,7.633,61.52,36.1013396,23.23919702,77.5
Malawi,MWI,2024,12384937,Sub-Saharan Africa (excluding high income),Low income,0.085557058,0.061805147,,,7.949,,,23.12197217,80
Malaysia,MYS,2011,20649116,East Asia & Pacific (excluding high income),Upper middle income,0.061229061,0.061229061,0.050430089,0.039641841,31.951,57.13,81.94824219,26.42035932,46.875
Malaysia,MYS,2014,22158615,East Asia & Pacific (excluding high income),Upper middle income,0.049216802,0.049216802,0.052283759,0.089065486,27.66,57.5,88.87425995,26.54631173,50
Malaysia,MYS,2017,23682698,East Asia & Pacific (excluding high income),Upper middle income,0.054377515,0.057722388,0.119726256,0.091950628,26.413,57.8,83.27140045,26.48845694,50
Malaysia,MYS,2021,25769271,East Asia & Pacific (excluding high income),Upper middle income,0.017170485,0.01298796,0.012387755,,27.034,58.19,78.5013408,26.64752163,50
Malaysia,MYS,2024,27297352,East Asia & Pacific (excluding high income),Upper middle income,0.009148878,0.016995661,0.039709377,0.057753997,26.765,,81.53576224,26.76827115,60.625
Maldives,MDV,2017,342024,South Asia (excluding high income),Upper middle income,0.112872486,0.110738292,0.111239801,0.0677884,31.578,67.43,79.15084308,22.29529805,70.625
Mali,MLI,2014,9100789,Sub-Saharan Africa (excluding high income),Low income,0.109488238,0.055411375,,,20.797,79.49,35.12660955,23.55314626,54.375
Mali,MLI,2017,9985747,Sub-Saharan Africa (excluding high income),Low income,0.197456756,0.16939672,,,22.38,79.28,34.44797319,23.63062373,54.375
Mali,MLI,2021,11438992,Sub-Saharan Africa (excluding high income),Low income,0.047161736,0.003146743,0.034314768,,21.61,78.71,,23.85872724,63.75
Mali,MLI,2024,12725942,Sub-Saharan Africa (excluding high income),Low income,0.185806832,0.085876902,0.061221593,,22.294,,,24.00372837,63.75
Malta,MLT,2011,351508,High income,High income,0.024983383,0.024983383,0.034793086,0.100912207,31.617,48.88,94.67694092,23.00456209,77.5
Malta,MLT,2014,364279,High income,High income,0.014746408,0.014746408,0.0333097,0.149362208,25.43,49.34,97.9214325,23.19879809,82.5
Malta,MLT,2017,390899,High income,High income,0.00811377,0.00811377,-0.001644978,0.072373566,22.497,50.35,102.4215088,23.37378344,88.75
Malta,MLT,2021,446624,High income,High income,0.022391921,0.022391921,0.035573026,0.078593684,18.17,52,103.6113815,23.70507987,88.75
Malta,MLT,2024,480050,High income,High income,0.00978929,0.00978929,0.024773409,,16.192,,,23.9146474,91.25
Mauritania,MRT,2011,1903527,Sub-Saharan Africa (excluding high income),Lower middle income,0.112158442,0.112158442,,,34.066,65.16,20.12224007,22.63497307,41.875
Mauritania,MRT,2014,2084692,Sub-Saharan Africa (excluding high income),Lower middle income,0.038452439,0.033542196,0.034313532,,32.893,65.57,28.03964853,22.60920421,41.875
Mauritania,MRT,2017,2278505,Sub-Saharan Africa (excluding high income),Lower middle income,0.107986502,0.109540478,,,31.292,65.88,30.7430805,22.64020843,48.125
Mauritania,MRT,2021,2584547,Sub-Saharan Africa (excluding high income),Lower middle income,0.155061892,0.152994975,,,30.486,66.1,,22.94491593,48.125
Mauritania,MRT,2024,2860979,Sub-Saharan Africa (excluding high income),Lower middle income,0.055857628,0.055857628,-0.006356019,,30.779,,,23.09972683,48.125
Mauritius,MUS,2011,986634,Sub-Saharan Africa (excluding high income),Upper middle income,0.110829026,0.110829026,0.185486107,0.127917751,31.634,58,90.42357635,23.16721276,83.75
Mauritius,MUS,2014,1010413,Sub-Saharan Africa (excluding high income),Upper middle income,0.045875518,0.045875518,0.133268282,0.121709413,29.476,56.23,97.91719132,23.2939013,83.75
Mauritius,MUS,2017,1031251,Sub-Saharan Africa (excluding high income),Upper middle income,0.05593023,0.05857832,0.120808886,0.133977451,28.237,54.38,95.62649353,23.34164703,89.375
Mauritius,MUS,2021,1058961,Sub-Saharan Africa (excluding high income),Upper middle income,0.023352559,0.014124954,0.049041185,0.069097609,23.995,52.07,,23.16425098,89.375
Mauritius,MUS,2024,1070318,Sub-Saharan Africa (excluding high income),Upper middle income,0.043404345,0.041784146,0.099770274,0.107169499,25.662,,93.38694609,23.42814805,89.375
Mexico,MEX,2011,79795751,Latin America & Caribbean (excluding high income),Upper middle income,0.11226213,0.11226213,0.116130294,0.078534132,35.614,57.9,91.53067017,27.83803529,77.5
Mexico,MEX,2014,84399247,Latin America & Caribbean (excluding high income),Upper middle income,0.005018918,-0.003065352,0.031544335,0.073527298,35.246,56.78,100.2760773,27.93850582,85.625
Mexico,MEX,2017,88534114,Latin America & Caribbean (excluding high income),Upper middle income,0.067156667,0.04928155,0.074969895,,34.61,55.57,109.0833893,27.80497442,88.75
Mexico,MEX,2021,93851214,Latin America & Caribbean (excluding high income),Upper middle income,0.139672281,0.149379569,0.160576277,0.073597662,32.058,53.89,103.9725266,27.90865285,88.75
Mexico,MEX,2024,97411242,Latin America & Caribbean (excluding high income),Upper middle income,0.117370634,0.106112548,0.145854711,0.106582385,30.056,,,28.24620676,88.75
Moldova,MDA,2011,2361620,Europe & Central Asia (excluding high income),Upper middle income,0.019229863,0.019229863,0.012375189,,0.065,,88.66705886,22.85320466,78.75
Moldova,MDA,2014,2361002,Europe & Central Asia (excluding high income),Upper middle income,-0.025763602,-0.025763602,-0.030228147,,0.127,,105.1298384,22.96419786,81.875
Moldova,MDA,2017,2278507,Europe & Central Asia (excluding high income),Upper middle income,-0.016106457,-0.016106457,-0.069109744,0.031906031,1.987,,94.10812755,22.9760727,81.875
Moldova,MDA,2021,2108305,Europe & Central Asia (excluding high income),Upper middle income,0.027794203,0.027794203,0.014982023,,4.113,,96.21820411,23.34006801,87.5
Moldova,MDA,2024,1966418,Europe & Central Asia (excluding high income),Upper middle income,0.021429711,0.021429711,0.06038986,,1.62,,99.32013006,23.62470616,90.625
Mongolia,MNG,2011,1973485,East Asia & Pacific (excluding high income),Lower middle income,-0.095231533,-0.095231533,-0.089851912,,12.008,59.71,,23.06601326,70.625
Mongolia,MNG,2014,2074233,East Asia & Pacific (excluding high income),Lower middle income,-0.029084467,-0.029084467,-0.065882437,,12.469,60.17,,23.22687276,80
Mongolia,MNG,2017,2155814,East Asia & Pacific (excluding high income),Lower middle income,-0.041413527,-0.041413527,-0.061768176,,13.142,60.55,,23.16394607,80
Mongolia,MNG,2021,2237019,East Asia & Pacific (excluding high income),Lower middle income,-0.010792464,-0.016881764,-0.054912035,,16.203,59.77,101.7673684,23.45023211,85
Mongolia,MNG,2024,2344987,East Asia & Pacific (excluding high income),Lower middle income,-0.014652915,-0.015934722,-0.052779885,,15.387,,,23.88392152,90.625
Montenegro,MNE,2011,500343,Europe & Central Asia (excluding high income),Upper middle income,0.032222884,0.032222884,0.034108489,0.039922606,14.067,58.64,93.35681152,22.2371678,67.5
Montenegro,MNE,2014,504976,Europe & Central Asia (excluding high income),Upper middle income,0.039861641,0.039861641,0.051052638,0.048186021,13.962,58.07,,22.24798501,78.75
Montenegro,MNE,2017,506847,Europe & Central Asia (excluding high income),Upper middle income,0.016146254,0.016146254,0.046551447,0.017409734,15.485,57.73,90.5475235,22.30360433,78.75
Montenegro,MNE,2024,503215,Europe & Central Asia (excluding high income),Upper middle income,0.041930592,0.041930592,0.093603236,0.024933871,14.084,,,22.81136184,85
Morocco,MAR,2017,24894226,Middle East & North Africa (excluding high income),Lower middle income,0.24663109,0.24478713,0.221824477,,45.999,58.16,74.25469799,25.50238933,73.125
Morocco,MAR,2021,26706787,Middle East & North Africa (excluding high income),Lower middle income,0.232635671,0.215686297,0.202556731,,49.02,57.11,79.29709198,25.67909289,75.625
Morocco,MAR,2024,27893979,Middle East & North Africa (excluding high income),Lower middle income,0.199482723,0.197952861,0.160604975,,48.908,,91.25372117,25.76021844,75.625
Mozambique,MOZ,2017,14874137,Sub-Saharan Africa (excluding high income),Low income,0.181926058,0.138459325,0.090607328,,1.772,65.95,35.29944992,23.30836773,79.375
Mozambique,MOZ,2021,16874256,Sub-Saharan Africa (excluding high income),Low income,0.223078964,0.162253722,0.130431282,0.100949897,1.289,65.22,,23.50630325,82.5
Mozambique,MOZ,2024,18581790,Sub-Saharan Africa (excluding high income),Low income,0.178666329,0.129020313,0.122613314,,1.67,,,23.83306984,82.5
Myanmar,MMR,2014,36618649,East Asia & Pacific (excluding high income),Lower middle income,0.111964528,0.115119623,,,28.066,58.58,58.97364044,24.90579486,58.75
Myanmar,MMR,2017,38000865,East Asia & Pacific (excluding high income),Lower middle income,0.000289996,-0.002748541,,,29.077,58.22,77.09761047,24.9137239,58.75
Myanmar,MMR,2021,39685121,East Asia & Pacific (excluding high income),Lower middle income,0.033716393,0.02657072,-0.01508167,,28.674,57.76,,24.91813863,58.75
Namibia,NAM,2014,1427950,Sub-Saharan Africa (excluding high income),Upper middle income,0.043569637,0.042994709,0.066328578,,7.592,33.51,79.87381232,23.24381557,80
Namibia,NAM,2017,1547830,Sub-Saharan Africa (excluding high income),Upper middle income,-0.00062727,-0.005821236,0.021152674,0.032738534,8.834,33.53,82.91872879,23.28011737,80
Namibia,NAM,2021,1715314,Sub-Saharan Africa (excluding high income),Upper middle income,0.04354055,0.067540859,0.080185042,0.091373276,7.03,34.19,87.14987885,23.24116279,80
Namibia,NAM,2024,1858089,Sub-Saharan Africa (excluding high income),Upper middle income,-0.043789472,-0.069587012,-0.013997427,,7.857,,86.3728889,23.3164553,80
Nepal,NPL,2011,17498633,South Asia (excluding high income),Lower middle income,0.083386387,0.083386387,,,32.775,74.98,59.23041153,23.79474881,49.375
Nepal,NPL,2014,18161615,South Asia (excluding high income),Lower middle income,0.054579745,0.054579745,,,29.319,74.37,69.37741089,23.84702243,49.375
Nepal,NPL,2017,18869412,South Asia (excluding high income),Lower middle income,0.083813158,0.083813158,,,26.67,74.28,77.74812317,24.08958149,55.625
Nepal,NPL,2021,20254590,South Asia (excluding high income),Lower middle income,0.08707201,0.066756359,0.061131097,,26.167,75.02,85.64098737,24.33215037,80.625
Nepal,NPL,2024,21168213,South Asia (excluding high income),Lower middle income,0.004492561,-0.024999718,0.054030841,,26.052,,90.88993129,24.4824702,80.625
Netherlands,NLD,2011,13694510,High income,High income,0.005708664,0.005708664,-0.00631431,0.143349995,11.953,59.05,128.919281,27.54000172,95
Netherlands,NLD,2014,13933854,High income,High income,0.002428813,0.002428813,-0.003962845,0.174373471,11.945,57.25,,27.52788036,95
Netherlands,NLD,2017,14234525,High income,High income,-0.003940063,-0.003940063,-0.013906759,0.120628471,10.594,55.49,115.7963715,27.46614647,97.5
Netherlands,NLD,2021,14717214,High income,High income,0.005254907,0.005254907,-0.00137422,0.094195973,9.369,53.94,136.8654175,27.67981128,97.5
Netherlands,NLD,2024,15164931,High income,High income,-0.001675122,-0.001675122,-0.01576733,,9.275,,,27.83803529,100
New Zealand,NZL,2011,3443024,High income,High income,-0.000243577,-0.000243577,0.00574525,0.008987654,12.491,58.13,121.2133408,25.84722982,91.875
New Zealand,NZL,2014,3534713,High income,High income,0.006415116,0.006415116,-0.020426339,-0.070218586,11.297,57.65,119.4166031,26.03153353,91.875
New Zealand,NZL,2017,3788624,High income,High income,-0.003468829,-0.003468829,-0.014848102,-0.049227234,11.32,57.58,116.7137527,26.05598463,91.875
New Zealand,NZL,2021,4122094,High income,High income,-0.010126492,-0.010126492,-0.033927235,-0.064668529,9.747,57.92,120.6554718,26.2606001,97.5
New Zealand,NZL,2024,4263369,High income,High income,-0.013718221,-0.013718221,-0.048786459,,9.183,,,26.28394747,97.5
Nicaragua,NIC,2011,3774402,Latin America & Caribbean (excluding high income),Lower middle income,0.028879551,0.028879551,,,38.601,55.95,,23.00302533,72.5
Nicaragua,NIC,2014,4012287,Latin America & Caribbean (excluding high income),Lower middle income,0.102870737,0.098388067,0.076277634,,35.213,56.12,,23.19815909,72.5
Nicaragua,NIC,2017,4249427,Latin America & Caribbean (excluding high income),Lower middle income,0.126295992,0.130155775,0.135510875,,33.434,56.26,,23.34691166,86.25
Nicaragua,NIC,2021,4567953,Latin America & Caribbean (excluding high income),Lower middle income,0.093730395,0.101030166,0.069818516,,33.561,56.25,,23.37714284,86.25
Nicaragua,NIC,2024,4830854,Latin America & Caribbean (excluding high income),Lower middle income,0.047253684,0.047596659,0.021634187,,31.615,,,23.70357899,86.25
Niger,NER,2014,9371030,Sub-Saharan Africa (excluding high income),Low income,,,,,22.684,84.62,15.04096267,23.10862316,53.75
Niger,NER,2017,10546918,Sub-Saharan Africa (excluding high income),Low income,0.090324104,,,,23.751,83.14,20.30427939,23.13784875,53.75
Niger,NER,2021,12328593,Sub-Saharan Africa (excluding high income),Low income,0.02948294,,,,23.908,81.28,,23.42563342,56.875
Niger,NER,2024,13873697,Sub-Saharan Africa (excluding high income),Low income,0.054109098,0.034602922,,,24.487,,19.53799347,23.69560866,53.75
Nigeria,NGA,2011,92621676,Sub-Saharan Africa (excluding high income),Lower middle income,0.072864911,0.072864911,0.015277599,,8.585,68.82,39.64064026,26.74913181,56.875
Nigeria,NGA,2014,100567840,Sub-Saharan Africa (excluding high income),Lower middle income,0.20340085,0.2072262,0.202087444,,8.078,68.44,40.3631897,27.07589523,63.125
Nigeria,NGA,2017,109170774,Sub-Saharan Africa (excluding high income),Lower middle income,0.241306575,0.239855671,0.175305062,,8.418,67.85,,26.65285498,63.125
Nigeria,NGA,2021,122350743,Sub-Saharan Africa (excluding high income),Lower middle income,0.20488543,0.204487549,0.188074622,,8.642,66.89,45.17876053,26.81231071,63.125
Nigeria,NGA,2024,133329232,Sub-Saharan Africa (excluding high income),Lower middle income,0.220872881,0.207737405,0.133671613,,3.714,,,25.9597078,66.25
North Macedonia,MKD,2011,1569860,Europe & Central Asia (excluding high income),Upper middle income,0.043264212,0.043264212,0.060910042,0.015488097,24.162,66.44,,23.07412923,82.5
North Macedonia,MKD,2014,1565432,Europe & Central Asia (excluding high income),Upper middle income,0.1571122,0.1571122,0.174892232,0.087217564,23.942,66.14,82.91233826,23.15356364,82.5
North Macedonia,MKD,2017,1567300,Europe & Central Asia (excluding high income),Upper middle income,0.074785488,0.074785488,0.083987741,0.031510739,24.6,66.06,83.63128662,23.14869377,85
North Macedonia,MKD,2021,1536653,Europe & Central Asia (excluding high income),Upper middle income,0.107104536,0.107104536,0.10491495,0.02420234,22.188,66.14,84.26631165,23.36234344,85
North Macedonia,MKD,2024,1515847,Europe & Central Asia (excluding high income),Upper middle income,0.143575898,0.143575898,0.112871529,0.046736465,21.987,,,23.53779012,85
Norway,NOR,2014,4150602,High income,High income,0,0,0.006163805,0.041721937,5.922,59.9,111.3588409,26.94186596,96.875
Norway,NOR,2017,4298959,High income,High income,-0.005073488,-0.005073488,-0.016632759,0.024226656,5.746,58.88,115.0617294,26.71971793,96.875
Norway,NOR,2021,4453612,High income,High income,-0.010215411,-0.010215411,0.008686979,-0.053912853,7.638,57.41,117.8288879,26.94385601,96.875
Norway,NOR,2024,4608487,High income,High income,0.014470536,0.014470536,-0.004017613,,6.805,,,26.90535074,96.875
Oman,OMN,2011,1989124,High income,High income,0.202200151,0.202200151,0.216662385,0.212811378,55.662,53.79,115.3941915,25.07351189,32.5
Oman,OMN,2024,3775451,High income,High income,0.036251242,0.036251242,0.035625426,0.01399682,56.344,,,25.39609467,46.25
Pakistan,PAK,2011,120857470,South Asia (excluding high income),Lower middle income,0.143279497,0.143279497,,,55.858,62.86,25.39493807,26.16568355,44.375
Pakistan,PAK,2014,128875593,South Asia (excluding high income),Lower middle income,0.161286096,,,,54.879,63.23,28.56008935,26.32538466,46.875
Pakistan,PAK,2017,135055510,South Asia (excluding high income),Lower middle income,0.275825949,0.227472494,,,56.828,63.38,31.25632218,26.54926594,46.875
Pakistan,PAK,2021,146030491,South Asia (excluding high income),Lower middle income,0.146979174,0.094193691,,,55.758,63.69,36.78488927,26.57833776,55.625
Pakistan,PAK,2024,155833628,South Asia (excluding high income),Lower middle income,0.303813739,0.172872307,0.171187295,,56.092,,46.48354154,26.64484426,58.75
Panama,PAN,2011,2569368,High income,High income,0.032386437,0.032386437,0.01177391,0.026905115,33.891,55.92,74.72383132,24.298073,73.75
Panama,PAN,2014,2737867,High income,High income,0.066894698,0.063164702,0.066062768,,30.268,55.27,79.22975922,24.6634312,73.75
Panama,PAN,2017,2915245,High income,High income,0.085196966,0.084369476,0.08428406,,27.438,54.58,79.07852173,24.88725599,76.875
Panama,PAN,2021,3160275,High income,High income,0.038371248,0.038371248,0.039260318,,28.034,53.65,,24.93385733,79.375
Panama,PAN,2024,3331755,High income,High income,0.12272757,0.121477328,0.102484697,0.036216238,24.957,,,25.18063647,79.375
Paraguay,PRY,2011,3870412,Latin America & Caribbean (excluding high income),Upper middle income,-0.02039122,-0.02039122,-0.007656276,,26.9,52.29,78.16397095,24.24243109,91.875
Paraguay,PRY,2017,4382299,Latin America & Caribbean (excluding high income),Upper middle income,0.051749614,0.037117786,0.064306031,,26.424,53.49,,24.38675388,94.375
Paraguay,PRY,2021,4679787,Latin America & Caribbean (excluding high income),Upper middle income,-0.018604584,-0.04744178,-0.001956598,,24.226,54.62,91.66036224,24.41091704,94.375
Paraguay,PRY,2024,4874331,Latin America & Caribbean (excluding high income),Upper middle income,0.016577638,0.062471821,0.073068466,,23.566,,80.80233125,24.51781342,94.375
Peru,PER,2011,20570757,Latin America & Caribbean (excluding high income),Upper middle income,0.05884126,0.05884126,0.049473832,,14.966,54.29,94.89893341,25.87076031,92.5
Peru,PER,2014,21413567,Latin America & Caribbean (excluding high income),Upper middle income,0.131616808,0.131616808,0.112565285,0.038385053,15.65,54.06,97.20617676,26.02657075,92.5
Peru,PER,2017,22473210,Latin America & Caribbean (excluding high income),Upper middle income,0.165377669,0.165574783,0.124455525,0.081669735,15.361,53.67,99.50537109,26.07512397,95
Peru,PER,2021,24463530,Latin America & Caribbean (excluding high income),Upper middle income,0.092953991,0.101290547,0.140030194,0.040090405,14.347,52.93,102.3256836,26.14380084,95
Peru,PER,2024,25601447,Latin America & Caribbean (excluding high income),Upper middle income,0.062997089,0.074354664,0.090562527,0.070078971,15.314,,,26.38969253,95
Philippines,PHL,2011,62034866,East Asia & Pacific (excluding high income),Lower middle income,-0.1471063,-0.1471063,-0.066976423,,26.981,59.67,,26.17858695,72.5
Philippines,PHL,2014,66911959,East Asia & Pacific (excluding high income),Lower middle income,-0.134483456,-0.119091517,-0.099705311,,26.418,58.43,85.45556724,26.41699798,78.75
Philippines,PHL,2017,71585383,East Asia & Pacific (excluding high income),Lower middle income,-0.088344624,-0.07442128,0.046113195,,28.48,57.2,84.25282288,26.51627945,78.75
Philippines,PHL,2021,77692157,East Asia & Pacific (excluding high income),Lower middle income,0.081751078,0.104873679,0.118351664,,24.797,55.86,87.93615201,26.69961675,78.75
Philippines,PHL,2024,82023644,East Asia & Pacific (excluding high income),Lower middle income,-0.14059211,-0.103440304,-0.026882624,,22.38,,86.11545882,26.85883073,78.75
Poland,POL,2011,32308457,High income,High income,0.040845198,0.040845198,0.003897021,0.025638168,16.183,57.03,99.93451691,26.99236212,76.25
Poland,POL,2014,32293711,High income,High income,0.103018865,0.103018865,0.071336227,0.048232367,16.114,57.5,107.9651794,27.01853184,84.375
Poland,POL,2017,32223349,High income,High income,-0.025870696,-0.025870696,-0.062232145,0.076603178,16.69,58.18,108.0016098,26.99236212,84.375
Poland,POL,2021,32028961,High income,High income,0.000632426,0.000632426,0.037709846,0.085273472,16.145,58.59,109.8340988,27.25850711,93.75
Poland,POL,2024,31148749,High income,High income,-0.004053716,-0.004053716,0.013327543,0.061077838,14.574,,,27.5421899,93.75
Portugal,PRT,2011,8967347,High income,High income,0.073330044,0.073330044,0.142354712,0.137869423,12.427,57.71,109.9558563,26.22452405,97.5
Portugal,PRT,2014,8911922,High income,High income,0.027278885,0.027278885,0.085247084,0.076133271,10.653,55.94,114.9400482,26.16134515,97.5
Portugal,PRT,2017,8871342,High income,High income,0.036049844,0.036049844,0.046305159,0.105531922,10.465,53.7,117.0640793,26.12142854,97.5
Portugal,PRT,2021,8923687,High income,High income,0.051906901,0.051906901,0.098588317,0.212423951,8.444,50.62,119.5064011,26.26844328,100
Portugal,PRT,2024,9214262,High income,High income,0.065913824,0.065913824,0.063180817,,8.196,,,26.45660711,100
Puerto Rico,PRI,2014,2955855,High income,High income,0.076105188,0.076105188,0.085776323,0.075674236,16.897,44.98,,,81.25
Qatar,QAT,2011,1392286,High income,High income,0.070004798,0.070004798,0.078652449,0.05649375,43.221,63.15,96.59158914,25.84722982,29.375
Romania,ROU,2011,17058580,High income,High income,0.074717643,0.074717643,0.034002266,-0.015108266,16.618,59.91,99.88307953,25.98595603,90.625
Romania,ROU,2014,16846776,High income,High income,0.082831706,0.083649818,0.126289373,0.034104305,17.521,59.2,92.98542023,26.0215832,90.625
Romania,ROU,2017,16606939,High income,High income,0.088073262,0.090210076,0.096241233,0.032938189,17.962,58.39,88.49598694,26.07037337,90.625
Romania,ROU,2021,16163817,High income,High income,0.069341639,0.069341639,0.064594877,0.043819178,20.249,56.01,86.4143219,26.38274805,90.625
Romania,ROU,2024,16033507,High income,High income,0.030963999,0.030963999,0.090047872,-0.001965012,20.076,,,26.67130083,90.625
Russian Federation,RUS,2011,121177141,Europe & Central Asia (excluding high income),Upper middle income,0.010776334,0.010776334,0.020301589,,14.51,59.84,93.47036135,28.34886091,73.125
Russian Federation,RUS,2014,120673872,Europe & Central Asia (excluding high income),Upper middle income,-0.063931331,-0.063931331,0.00096309,0.019310251,15.366,59.95,94.71231935,28.3537271,73.125
Russian Federation,RUS,2017,120066877,Europe & Central Asia (excluding high income),Upper middle income,-0.008278345,-0.008278345,-0.000644067,-0.000123511,15.806,59.47,96.90468803,28.08209674,73.125
Russian Federation,RUS,2021,119582441,Europe & Central Asia (excluding high income),Upper middle income,-0.008537468,-0.013719425,0.085731896,0.025792384,15.059,57.6,91.4263276,28.23533708,73.125
Russian Federation,RUS,2024,118635010,Europe & Central Asia (excluding high income),Upper middle income,0.0438223,0.041750116,0.067652477,,14.214,,,28.40574828,73.125
Rwanda,RWA,2011,5941330,Sub-Saharan Africa (excluding high income),Low income,0.092620082,0.092620082,,,14.155,49.41,37.17367935,22.65259843,72.5
Rwanda,RWA,2014,6472142,Sub-Saharan Africa (excluding high income),Low income,0.137216864,0.154187059,,,13.213,50.09,43.21793106,22.8321407,72.5
Rwanda,RWA,2017,7050113,Sub-Saharan Africa (excluding high income),Low income,0.107849632,0.073439274,,,12.078,50.52,41.57582856,22.94819571,72.5
Saudi Arabia,SAU,2011,17354530,High income,High income,0.574881342,0.574881342,0.518394196,0.195415277,53.012,56.19,,27.24682814,26.25
Saudi Arabia,SAU,2014,20496432,High income,High income,0.141762679,0.141762679,0.121101607,0.106807078,57.746,57.2,98.82596668,27.39149409,29.375
Saudi Arabia,SAU,2017,23241801,High income,High income,0.223668778,0.223668778,0.230160915,0.130508687,59.356,57.83,107.2131976,27.33126646,31.875
Saudi Arabia,SAU,2021,23509479,High income,High income,0.181872579,0.181872579,0.17133592,-0.021557754,45.749,55.96,102.3156726,27.61387496,80
Saudi Arabia,SAU,2024,25248449,High income,High income,0.08350864,0.088523235,0.09627226,0.056324079,46.34,,110.7958783,27.8461325,71.25
Senegal,SEN,2014,7858967,Sub-Saharan Africa (excluding high income),Lower middle income,0.085269511,0.077959446,,,24.475,66,50.51337949,23.70880905,63.75
Senegal,SEN,2017,8705549,Sub-Saharan Africa (excluding high income),Lower middle income,0.082753487,0.098153979,,,21.368,65.67,,23.76762459,63.75
Senegal,SEN,2021,10017948,Sub-Saharan Africa (excluding high income),Lower middle income,0.120099365,0.081857236,0.070246704,,26.472,65.4,50.10697169,24.03820734,66.875
Senegal,SEN,2024,11094279,Sub-Saharan Africa (excluding high income),Lower middle income,0.060181213,0.075968252,-0.011790466,,26.254,,,24.19731876,72.5
